acc_ref,beat_no,severity,no_vehicle,no_casualt,a_date,a_day,a_date_day,a_date_mon,a_date_yr,a_time_hr,a_time_min,loc_auth,road1_class,road1_no,road_type,speed_limi,junc_det,junc_ctrl,road2_class,road2_no,light_cond,weather,road_surf,spec_cond,cway_hzrds,ovrtk_patrn,easting,northing,net_id,net_type,acc_type,text_id,division,Postcode,ped_xing_hc,ped_xing_p,place_reported,Latitude,geo
27913,,Slight,2,1,10/01/2013,Thursday,10,January,13,9,3,S12000036,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Stop sign,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325560,671710,0,Unset,Cyclist,366881,unset,EH92DP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9327218996,-3.19164270458,"{lat: 55.9327218996, lon:-3.19164270458}"
28713,,Slight,1,1,17/01/2013,Thursday,17,January,13,18,30,S12000036,B,900,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,322620,674390,520425,Junction,Bus,366882,unset,EH42EE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9563341812,-3.23946319357,"{lat: 55.9563341812, lon:-3.23946319357}"
28913,,Slight,3,1,18/01/2013,Friday,18,January,13,12,30,S12000036,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326930,674570,520269,Junction,M.V.N.P.,366883,unset,EH75EP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9586261319,-3.17049163406,"{lat: 55.9586261319, lon:-3.17049163406}"
29213,,Slight,1,1,18/01/2013,Friday,18,January,13,16,55,S12000036,A,8,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,319380,672950,550737,Segment,Pedestrian,366884,unset,EH128SQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9428651356,-3.29091605224,"{lat: 55.9428651356, lon:-3.29091605224}"
30113,,Slight,2,1,17/01/2013,Thursday,17,January,13,16,5,S12000036,A,700,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,325050,672850,521856,Junction,Cyclist,366885,unset,EH39JU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Elsewhere,55.9428842874,-3.20012146242,"{lat: 55.9428842874, lon:-3.20012146242}"
30713,,Slight,1,2,17/01/2013,Thursday,17,January,13,18,0,S12000036,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Other,Dry,None,None,No overtaking,319600,669120,12226421,Junction,Pedestrian,366886,unset,EH143DY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9084948395,-3.28625407996,"{lat: 55.9084948395, lon:-3.28625407996}"
30913,,Slight,1,1,19/01/2013,Saturday,19,January,13,16,45,S12000036,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,C,,Darkness: street lights present and lit,Raining (without high winds),Dry,None,None,No overtaking,325260,674300,520530,Junction,Pedestrian,366887,unset,EH21JX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9559435815,-3.1971616124,"{lat: 55.9559435815, lon:-3.1971616124}"
31813,,Serious,2,2,20/01/2013,Sunday,20,January,13,20,20,S12000036,A,8,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322420,673180,521250,Junction,T.V.N.P.,366888,unset,EH126HP,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9454316445,-3.24231776439,"{lat: 55.9454316445, lon:-3.24231776439}"
32013,,Slight,2,1,20/01/2013,Sunday,20,January,13,14,37,S12000036,A,8,Roundabout,40,Roundabout,Automatic Traffic Signal,A,8,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,317560,672610,9658421,Junction,T.V.N.P.,366889,unset,EH129BS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.939502074,-3.31994604303,"{lat: 55.939502074, lon:-3.31994604303}"
34113,,Slight,1,2,14/01/2013,Monday,14,January,13,4,30,S12000036,A,7,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,329800,669440,568027,Segment,S.V.N.P.,366890,unset,EH164SP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9129656051,-3.12319350835,"{lat: 55.9129656051, lon:-3.12319350835}"
