acc_ref,beat_no,severity,no_vehicle,no_casualt,a_date,a_day,a_date_day,a_date_mon,a_date_yr,a_time_hr,a_time_min,loc_auth,road1_class,road1_no,road_type,speed_limi,junc_det,junc_ctrl,road2_class,road2_no,light_cond,weather,road_surf,spec_cond,cway_hzrds,ovrtk_patrn,easting,northing,net_id,net_type,acc_type,text_id,division,Postcode,ped_xing_hc,ped_xing_p,place_reported,latitude,longitude,geojson
10812,,Slight,2,1,06/01/2012,Friday,6,January,12,21,28,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,322570,675720,0,Unset,Cyclist,354360,unset,EH44BB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9682744405,-3.24064609913,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.24064609913, 55.9682744405}}"
11112,,Slight,1,1,08/01/2012,Sunday,8,January,12,2,15,230,A,7,Single carriageway - 2 lanes,30,Other junction,Automatic Traffic Signal,C,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,325940,673630,521103,Junction,Pedestrian,354361,unset,EH11RU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9500296772,-3.18608816528,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.18608816528, 55.9500296772}}"
14412,,Slight,2,1,09/01/2012,Monday,9,January,12,13,25,230,A,702,Single carriageway - 2 lanes,30,Multiple junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324860,672520,533317,Junction,Cyclist,354362,unset,EH104HW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9398899536,-3.20307113416,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.20307113416, 55.9398899536}}"
15812,,Slight,2,1,10/01/2012,Tuesday,10,January,12,10,15,230,A,71,Roundabout,40,Roundabout,Automatic Traffic Signal,A,71,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,318520,670340,2307039,Junction,T.V.N.P.,354363,unset,EH144AW,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9192731458,-3.30389494161,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.30389494161, 55.9192731458}}"
15912,,Serious,4,3,10/01/2012,Tuesday,10,January,12,8,10,230,A,701,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,B,701,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327380,668060,530284,Junction,M.V.N.P.,354364,unset,EH178AF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9002085258,-3.16153383855,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.16153383855, 55.9002085258}}"
16112,,Slight,1,1,30/12/2012,Sunday,30,December,12,3,28,230,A,7,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,326080,673210,521583,Junction,Pedestrian,363501,unset,EH89DH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9462779929,-3.18373144373,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.18373144373, 55.9462779929}}"
17612,,Slight,2,2,09/01/2012,Monday,9,January,12,16,0,230,A,701,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327200,668530,570773,Segment,T.V.N.P.,354365,unset,EH166PG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9044038374,-3.16453872747,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.16453872747, 55.9044038374}}"
18712,,Serious,1,1,09/01/2012,Monday,9,January,12,11,10,230,A,7,Single carriageway - 2 lanes,30,Other junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326000,673410,521589,Junction,Bus,354366,unset,EH89AA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9480624625,-3.18506710894,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.18506710894, 55.9480624625}}"
19912,,Slight,1,1,11/01/2012,Wednesday,11,January,12,16,4,230,A,904,Roundabout,30,Roundabout,Automatic Traffic Signal,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,312470,677710,533311,Junction,Pedestrian,354367,unset,EH309XS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9844161703,-3.40307210915,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.40307210915, 55.9844161703}}"
20012,,Slight,1,1,11/01/2012,Wednesday,11,January,12,18,20,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,328810,674760,523326,Junction,Bus,354368,unset,EH76NA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9606153719,-3.14043333697,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.14043333697, 55.9606153719}}"
20212,,Serious,3,1,11/01/2012,Wednesday,11,January,12,17,50,230,A,8,Dual carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,316830,672410,550809,Segment,M.V.N.P.,354369,unset,EH129BH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9375796565,-3.33156888709,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.33156888709, 55.9375796565}}"
20412,,Slight,1,1,11/01/2012,Wednesday,11,January,12,14,50,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,319220,672360,0,Unset,Pedestrian,354370,unset,EH127RL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9375379832,-3.29330065052,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.29330065052, 55.9375379832}}"
20812,,Slight,1,1,11/01/2012,Wednesday,11,January,12,9,15,230,A,199,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327180,676510,519046,Junction,Pedestrian,354371,unset,EH66PR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9760929184,-3.16701238213,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.16701238213, 55.9760929184}}"
21512,,Slight,2,1,12/01/2012,Thursday,12,January,12,14,0,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326810,674070,520701,Junction,T.V.N.P.,354372,unset,EH88DX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9541159002,-3.17227766045,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.17227766045, 55.9541159002}}"
22312,,Serious,2,1,12/01/2012,Thursday,12,January,12,15,45,230,A,70,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320030,668750,561847,Segment,T.V.N.P.,354373,unset,EH145DH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9052425293,-3.27926735778,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.27926735778, 55.9052425293}}"
22912,,Serious,2,1,11/01/2012,Wednesday,11,January,12,8,22,230,A,902,Dual carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,318030,673530,566129,Segment,T.V.N.P.,354374,unset,EH128NH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9478472337,-3.31270267027,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.31270267027, 55.9478472337}}"
23012,,Serious,4,2,12/01/2012,Thursday,12,January,12,7,20,230,B,701,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,A,702,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,324790,668250,533125,Junction,M.V.N.P.,354375,unset,EH107AR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9015178417,-3.20300280961,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.20300280961, 55.9015178417}}"
23212,,Serious,2,1,13/01/2012,Friday,13,January,12,10,15,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324590,676740,0,Unset,Cyclist,354376,unset,EH53JW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9777593521,-3.2085739131,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.2085739131, 55.9777593521}}"
23612,,Slight,1,2,13/01/2012,Friday,13,January,12,10,0,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,319350,672430,0,Unset,Pedestrian,354377,unset,EH127RP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9381886567,-3.29124084578,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.29124084578, 55.9381886567}}"
23912,,Slight,2,1,12/01/2012,Thursday,12,January,12,16,35,230,B,701,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,329100,668560,530260,Junction,T.V.N.P.,354378,unset,EH178NJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9049569563,-3.1341601962,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.1341601962, 55.9049569563}}"
24212,,Slight,2,1,13/01/2012,Friday,13,January,12,16,45,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,324730,672990,521433,Junction,Cyclist,354379,unset,EH39QG,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9440920232,-3.20528318944,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.20528318944, 55.9440920232}}"
28512,,Slight,2,2,15/01/2012,Sunday,15,January,12,15,15,230,A,1140,Single carriageway - 2 lanes,30,Using private drive or entrance,Give way sign or markings,Unclassified,,Daylight: no street lighting,Other,Dry,None,None,No overtaking,328810,674190,554894,Segment,T.V.N.P.,354380,unset,EH87BR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.955494476,-3.14028276782,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.14028276782, 55.955494476}}"
28812,,Slight,2,1,15/01/2012,Sunday,15,January,12,22,35,230,A,702,Roundabout,40,Roundabout,Give way sign or markings,A,702,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,324920,667520,2587173,Junction,T.V.N.P.,354381,unset,EH107DUA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Central refuge - no other controls,At scene,55.8949798703,-3.20072133919,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.20072133919, 55.8949798703}}"
29112,,Slight,2,1,15/01/2012,Sunday,15,January,12,15,0,230,A,900,Dual carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326470,675000,558503,Segment,Cyclist,354382,unset,EH74PA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9624190241,-3.17797586164,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.17797586164, 55.9624190241}}"
29312,,Slight,3,3,15/01/2012,Sunday,15,January,12,12,55,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327880,668910,533107,Junction,M.V.N.P.,354383,unset,EH166QY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9079201394,-3.153765016,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.153765016, 55.9079201394}}"
30012,,Slight,1,1,16/01/2012,Monday,16,January,12,11,5,230,Unclassified,,Single carriageway - 2 lanes,30,Multiple junction,Automatic Traffic Signal,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325650,673940,521085,Junction,Pedestrian,354384,unset,EH22EJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9527698987,-3.19081694391,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.19081694391, 55.9527698987}}"
30112,,Slight,1,2,16/01/2012,Monday,16,January,12,13,30,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326040,673270,569288,Segment,Pedestrian,354385,unset,EH89DH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9468108735,-3.1843882912,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.1843882912, 55.9468108735}}"
30412,,Slight,1,1,16/01/2012,Monday,16,January,12,16,25,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,326970,674830,2106481,Segment,Pedestrian,354386,unset,EH75QA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9609680367,-3.16992149692,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.16992149692, 55.9609680367}}"
31312,,Slight,4,2,17/01/2012,Tuesday,17,January,12,7,20,230,Motorway,9,Dual carriageway - 2 lanes,60,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,313500,676120,0,Unset,M.V.N.P.,354387,unset,EH309SR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9703197053,-3.38605612562,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.38605612562, 55.9703197053}}"
31812,,Slight,2,1,17/01/2012,Tuesday,17,January,12,11,30,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,319280,671140,9659691,Junction,T.V.N.P.,354388,unset,EH114HD,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9265881169,-3.29197550881,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.29197550881, 55.9265881169}}"
32012,,Slight,2,1,17/01/2012,Tuesday,17,January,12,7,20,230,A,7,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,328980,670190,530122,Junction,T.V.N.P.,354389,unset,EH177SE,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.919583362,-3.13650766958,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.13650766958, 55.919583362}}"
32412,,Slight,1,1,12/01/2012,Thursday,12,January,12,8,3,230,A,8,Single carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,318460,672780,550652,Segment,Pedestrian,354390,unset,EH128LR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9411827608,-3.30559175916,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.30559175916, 55.9411827608}}"
32712,,Slight,1,1,17/01/2012,Tuesday,17,January,12,21,35,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,327310,675740,2106436,Segment,Bus,354391,unset,EH67ES,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9691949937,-3.1647216107,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.1647216107, 55.9691949937}}"
