acc_ref,beat_no,severity,no_vehicle,no_casualt,a_date,a_day,a_date_day,a_date_mon,a_date_yr,a_time_hr,a_time_min,loc_auth,road1_class,road1_no,road_type,speed_limi,junc_det,junc_ctrl,road2_class,road2_no,light_cond,weather,road_surf,spec_cond,cway_hzrds,ovrtk_patrn,easting,northing,net_id,net_type,acc_type,text_id,division,Postcode,ped_xing_hc,ped_xing_p,place_reported,latitude,longitude,geojson
111712,,Slight,1,1,23/02/2012,Thursday,23,February,12,2,45,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326720,673560,0,Unset,Pedestrian,356844,unset,EH87AT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9495203773,-3.17358022268,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.17358022268, 55.9495203773}}"
112412,,Slight,1,1,23/02/2012,Thursday,23,February,12,13,20,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324180,673380,565862,Segment,Pedestrian,356845,unset,EH125AF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.947509266,-3.214197647,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.214197647, 55.947509266}}"
112612,,Slight,2,1,21/02/2012,Tuesday,21,February,12,17,5,230,B,701,Roundabout,30,Roundabout,Give way sign or markings,A,8,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,319320,672940,522894,Junction,Cyclist,356846,unset,EH128SQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9427652333,-3.29187352821,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.29187352821, 55.9427652333}}"
112712,,Slight,1,1,16/02/2012,Thursday,16,February,12,12,37,230,A,900,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326810,675600,519481,Junction,Pedestrian,356847,unset,EH68NR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9678613007,-3.17269325039,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.17269325039, 55.9678613007}}"
112812,,Slight,2,1,23/02/2012,Thursday,23,February,12,17,30,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,C,,Darkness: street lights present and lit,Fine with high winds,Dry,None,None,No overtaking,324500,671670,523830,Junction,Cyclist,356848,unset,EH104DR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9321972863,-3.20859588361,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.20859588361, 55.9321972863}}"
113512,,Slight,1,1,23/02/2012,Thursday,23,February,12,15,35,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,328980,673980,558023,Segment,Pedestrian,356849,unset,EH87RY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9536329863,-3.1375050763,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.1375050763, 55.9536329863}}"
113612,,Slight,1,1,23/02/2012,Thursday,23,February,12,16,20,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325780,674340,520593,Junction,Pedestrian,356850,unset,EH13HU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9563835477,-3.18884545576,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.18884545576, 55.9563835477}}"
115112,,Slight,2,1,24/02/2012,Friday,24,February,12,14,45,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326860,675700,558446,Segment,T.V.N.P.,356851,unset,EH68NP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.9687673096,-3.17191946633,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.17191946633, 55.9687673096}}"
116012,,Slight,2,1,24/02/2012,Friday,24,February,12,17,55,230,A,70,Single carriageway - 2 lanes,30,Multiple junction,Automatic Traffic Signal,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,323030,671920,522270,Junction,Cyclist,356852,unset,EH111QU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9342101854,-3.23219271293,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.23219271293, 55.9342101854}}"
116812,,Slight,1,1,25/02/2012,Saturday,25,February,12,19,38,230,Unclassified,,Single carriageway - 2 lanes,30,Roundabout,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326990,672680,533200,Junction,Cyclist,356853,unset,EH87AT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9416555925,-3.16901897137,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.16901897137, 55.9416555925}}"
116912,,Slight,2,1,24/02/2012,Friday,24,February,12,16,0,230,C,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,330150,673480,523662,Junction,Cyclist,356854,unset,EH151JN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9493124451,-3.11864006592,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.11864006592, 55.9493124451}}"
117312,,Slight,2,2,26/02/2012,Sunday,26,February,12,1,55,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,322070,675480,12233427,Junction,T.V.N.P.,356855,unset,EH42QH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9660374842,-3.2485859313,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.2485859313, 55.9660374842}}"
118912,,Slight,1,1,23/02/2012,Thursday,23,February,12,11,45,230,C,,One way Street,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,325530,674080,520560,Junction,Pedestrian,356856,unset,EH22AF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9540090573,-3.1927771142,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.1927771142, 55.9540090573}}"
119112,,Slight,3,1,23/02/2012,Thursday,23,February,12,11,50,230,A,903,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324290,676170,519166,Junction,M.V.N.P.,356857,unset,EH53QS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9725913852,-3.21322041261,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.21322041261, 55.9725913852}}"
120712,,Slight,2,1,27/02/2012,Monday,27,February,12,8,5,230,A,720,One way Street,70,Roundabout,Give way sign or markings,A,702,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,324810,667700,522507,Junction,T.V.N.P.,356858,unset,EH107DUA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.8965798127,-3.2025301074,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.2025301074, 55.8965798127}}"
122612,,Slight,2,1,27/02/2012,Monday,27,February,12,19,30,230,A,71,Roundabout,30,Roundabout,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,319400,670700,529645,Junction,Cyclist,356859,unset,EH114HD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9226554661,-3.28992406714,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.28992406714, 55.9226554661}}"
122712,,Slight,1,1,22/02/2012,Wednesday,22,February,12,8,35,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,319690,669030,0,Unset,Pedestrian,338145,unset,EH143EE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9077013392,-3.28478791579,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.28478791579, 55.9077013392}}"
123312,,Slight,2,1,27/02/2012,Monday,27,February,12,17,30,230,Unclassified,,One way Street,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Unknown,Dry,None,None,No overtaking,325510,674190,520569,Junction,Cyclist,356860,unset,EH21AW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9549941822,-3.19312777089,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.19312777089, 55.9549941822}}"
123412,,Serious,2,1,29/02/2012,Wednesday,29,February,12,8,20,230,A,8,Dual carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,317980,672720,550637,Segment,Cyclist,356861,unset,EH128LU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Central refuge - no other controls,At scene,55.9405620951,-3.31325685764,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.31325685764, 55.9405620951}}"
123512,,Serious,2,1,25/02/2012,Saturday,25,February,12,18,50,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,326620,672030,522105,Junction,Cyclist,356862,unset,EH91SZ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9357596889,-3.17476516093,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.17476516093, 55.9357596889}}"
126512,,Slight,2,1,01/03/2012,Thursday,1,March,12,11,40,230,A,1,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,330020,672780,532591,Junction,T.V.N.P.,354624,unset,EH151LD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9430046577,-3.12053992424,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.12053992424, 55.9430046577}}"
126612,,Slight,2,1,29/02/2012,Wednesday,29,February,12,20,10,230,C,,Roundabout,30,Roundabout,Give way sign or markings,C,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,326020,674350,520653,Junction,Cyclist,356863,unset,EH13JT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9565104026,-3.18500484084,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.18500484084, 55.9565104026}}"
127512,,Slight,2,1,01/03/2012,Thursday,1,March,12,18,40,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Automatic Traffic Signal,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,327250,671740,530389,Junction,Cyclist,354625,unset,EH165DT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.933250069,-3.1646034646,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.1646034646, 55.933250069}}"
128312,,Slight,2,1,02/03/2012,Friday,2,March,12,12,25,230,A,1,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Raining (without high winds),Dry,None,None,No overtaking,326970,674390,2106022,Segment,T.V.N.P.,354626,unset,EH75DJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9570151061,-3.1698022572,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.1698022572, 55.9570151061}}"
128712,,Serious,2,2,01/03/2012,Thursday,1,March,12,18,15,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,Road works present,Other object in carriageway,No overtaking,326570,674090,0,Unset,T.V.N.P.,354627,unset,EH75BN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9542589604,-3.17612625747,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.17612625747, 55.9542589604}}"
129112,,Slight,2,1,02/03/2012,Friday,2,March,12,11,25,230,A,900,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Raining (without high winds),Dry,None,None,No overtaking,326740,675480,519888,Junction,Cyclist,354628,unset,EH65EQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9667725582,-3.1737819274,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.1737819274, 55.9667725582}}"
129312,,Slight,2,1,02/03/2012,Friday,2,March,12,17,35,230,C,,Roundabout,30,Roundabout,Give way sign or markings,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325730,674670,520206,Junction,Cyclist,354629,unset,EH36LX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9593404984,-3.18973709615,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.18973709615, 55.9593404984}}"
129712,,Slight,1,1,03/03/2012,Saturday,3,March,12,1,40,230,A,702,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,A,702,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,324920,672910,533356,Junction,Pedestrian,354630,unset,EH39LY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9434030309,-3.20221924536,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.20221924536, 55.9434030309}}"
131312,,Slight,2,1,02/03/2012,Friday,2,March,12,17,0,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322140,671320,559177,Segment,Bus,354631,unset,EH141RL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9286766647,-3.24626367229,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.24626367229, 55.9286766647}}"
131412,,Slight,1,1,03/03/2012,Saturday,3,March,12,23,45,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,325340,674210,566762,Segment,S.V.N.P.,354632,unset,EH21JE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.955147473,-3.19585558306,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.19585558306, 55.955147473}}"
132112,,Slight,1,1,03/03/2012,Saturday,3,March,12,15,0,230,Unclassified,,Dual carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Unknown,Dry,None,None,No overtaking,321010,676250,557325,Segment,Pedestrian,354633,unset,EH44SY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9727816876,-3.26579035136,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.26579035136, 55.9727816876}}"
134212,,Fatal,2,1,05/03/2012,Monday,5,March,12,9,9,230,A,8,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322530,673200,550571,Segment,Cyclist,354634,unset,EH126HN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Central refuge - no other controls,At scene,55.9456290614,-3.24056250222,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.24056250222, 55.9456290614}}"
134612,,Slight,2,1,05/03/2012,Monday,5,March,12,19,30,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,323690,675020,12232750,Segment,Pedestrian,354635,unset,EH41DL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Central refuge - no other controls,Elsewhere,55.9621650927,-3.22250688541,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.22250688541, 55.9621650927}}"
135612,,Slight,2,1,06/03/2012,Tuesday,6,March,12,7,45,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,Road signing defective or obscured,None,No overtaking,323290,671800,522255,Junction,T.V.N.P.,354636,unset,EH111RF,Control by school crossing patrol,No physical crossing facility within 50m,At scene,55.9331736807,-3.22799741367,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.22799741367, 55.9331736807}}"
135912,,Slight,1,1,06/03/2012,Tuesday,6,March,12,9,50,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325810,673470,2106559,Segment,Pedestrian,354637,unset,EH11JW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9485722028,-3.18812562102,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.18812562102, 55.9485722028}}"
136012,,Slight,1,3,06/03/2012,Tuesday,6,March,12,15,40,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320330,675380,0,Unset,Pedestrian,354638,unset,EH46AH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9648536404,-3.276426748,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.276426748, 55.9648536404}}"
136812,,Slight,2,1,06/03/2012,Tuesday,6,March,12,19,20,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,327900,668920,533107,Junction,T.V.N.P.,354639,unset,EH166UB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9080129764,-3.15344779874,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.15344779874, 55.9080129764}}"
137912,,Slight,1,1,07/03/2012,Wednesday,7,March,12,8,48,230,C,,Roundabout,30,Roundabout,Give way sign or markings,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325160,673980,521073,Junction,Bus,354640,unset,EH22LR,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Elsewhere,55.9530531841,-3.19867414305,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.19867414305, 55.9530531841}}"
138912,,Slight,1,1,07/03/2012,Wednesday,7,March,12,15,0,230,A,1,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,328450,674010,2106145,Segment,Pedestrian,354641,unset,EH87EZ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9538238766,-3.14599997994,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.14599997994, 55.9538238766}}"
139212,,Fatal,3,3,07/03/2012,Wednesday,7,March,12,19,35,230,A,902,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,318110,673830,566078,Segment,M.V.N.P.,354642,unset,EH128UA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9505559115,-3.31151299925,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.31151299925, 55.9505559115}}"
139312,,Slight,2,1,07/03/2012,Wednesday,7,March,12,17,15,230,A,1,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,A,1,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326900,674320,520689,Junction,Cyclist,354643,unset,EH75AN,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.956375585,-3.17090427598,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.17090427598, 55.956375585}}"
139512,,Slight,1,1,08/03/2012,Thursday,8,March,12,3,45,230,C,,One way Street,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325710,673170,567192,Segment,Pedestrian,354644,unset,EH12QN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9458615889,-3.18964405561,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.18964405561, 55.9458615889}}"
141312,,Slight,2,1,02/03/2012,Friday,2,March,12,17,0,230,A,902,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,322830,675450,519792,Junction,Cyclist,354645,unset,EH42PS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9658906917,-3.2364039048,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.2364039048, 55.9658906917}}"
141712,,Slight,2,1,08/03/2012,Thursday,8,March,12,7,35,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326230,673520,521139,Junction,Cyclist,354646,unset,EH89UE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9490860525,-3.18141476637,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.18141476637, 55.9490860525}}"
142012,,Slight,2,1,08/03/2012,Thursday,8,March,12,9,15,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324540,671140,530413,Junction,T.V.N.P.,354647,unset,EH104QU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9274421232,-3.20780759352,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.20780759352, 55.9274421232}}"
142712,,Slight,2,1,08/03/2012,Thursday,8,March,12,7,40,230,A,199,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,328770,675700,523248,Junction,Cyclist,354648,unset,EH67LW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9690544167,-3.14132253017,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.14132253017, 55.9690544167}}"
144012,,Slight,2,1,09/03/2012,Friday,9,March,12,11,10,230,A,900,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326740,675470,519888,Junction,Bus,354649,unset,EH65EQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Central refuge - no other controls,At scene,55.9666827191,-3.17377920754,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.17377920754, 55.9666827191}}"
144212,,Slight,4,2,09/03/2012,Friday,9,March,12,12,30,230,C,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326640,671370,531451,Junction,M.V.N.P.,354650,unset,EH93AB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9298333291,-3.17426567993,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.17426567993, 55.9298333291}}"
145212,,Slight,1,2,08/03/2012,Thursday,8,March,12,19,0,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326930,674520,2106487,Segment,Pedestrian,354651,unset,EH75RG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9581769353,-3.17047807718,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.17047807718, 55.9581769353}}"
145312,,Slight,1,1,08/03/2012,Thursday,8,March,12,21,0,230,Unclassified,,Single carriageway - 2 lanes,20,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Raining (without high winds),Dry,None,None,No overtaking,326110,673070,569700,Segment,S.V.N.P.,354652,unset,EH89DD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9450248586,-3.18321279425,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.18321279425, 55.9450248586}}"
146312,,Slight,1,1,10/03/2012,Saturday,10,March,12,14,25,230,A,7,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,Pedestrian in carriagway - not injured,No overtaking,325870,673930,569270,Segment,Bus,354653,unset,EH88DN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9527140506,-3.18729144545,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.18729144545, 55.9527140506}}"
146612,,Slight,4,1,09/03/2012,Friday,9,March,12,16,50,230,A,90,Dual carriageway - 2 lanes,50,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,312470,677900,555675,Segment,M.V.N.P.,354654,unset,EH309SF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9861229542,-3.40313392396,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.40313392396, 55.9861229542}}"
