acc_ref,beat_no,severity,no_vehicle,no_casualt,a_date,a_day,a_date_day,a_date_mon,a_date_yr,a_time_hr,a_time_min,loc_auth,road1_class,road1_no,road_type,speed_limi,junc_det,junc_ctrl,road2_class,road2_no,light_cond,weather,road_surf,spec_cond,cway_hzrds,ovrtk_patrn,easting,northing,net_id,net_type,acc_type,text_id,division,Postcode,ped_xing_hc,ped_xing_p,place_reported,Latitude,Longitude
172811,,Slight,1,1,11/03/2011,Friday,11,March,11,8,20,230,A,8,Dual carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325540,673920,551196,Segment,Bus,345657,unset,EH22DF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9525731882,-3.19257279153
173811,,Slight,2,2,10/03/2011,Thursday,10,March,11,13,0,230,A,8,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,320610,672810,521742,Junction,T.V.N.P.,345658,unset,EH127AR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9418121489,-3.27118514935
175211,,Slight,2,1,09/03/2011,Wednesday,9,March,11,16,0,230,A,7,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326790,672350,522078,Junction,Cyclist,345659,unset,EH165BS,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.9386604702,-3.17213102845
175711,,Slight,3,1,10/03/2011,Thursday,10,March,11,16,28,230,A,71,Dual carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320900,671180,549776,Segment,M.V.N.P.,345660,unset,EH113PA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9272166108,-3.26606527515
176111,,Slight,2,1,15/02/2011,Tuesday,15,February,11,8,15,230,A,8,Dual carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323650,673230,517900,Junction,Cyclist,345443,unset,EH125JH,Control by other authorised person,No physical crossing facility within 50m,Elsewhere,55.9460777942,-3.22264054923
176411,,Slight,1,1,12/03/2011,Saturday,12,March,11,9,20,230,A,720,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Raining (without high winds),Dry,None,None,No overtaking,330080,667700,2579205,Segment,S.V.N.P.,345661,unset,EH181AT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.8973739089,-3.11826457156
176511,,Slight,2,1,13/03/2011,Sunday,13,March,11,7,15,230,Unclassified,,Single carriageway - 2 lanes,30,Roundabout,Give way sign or markings,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,326980,672700,531412,Junction,Cyclist,345662,unset,EH87AT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9418337528,-3.16918446486
177311,,Serious,1,1,11/03/2011,Friday,11,March,11,16,42,230,A,8,Dual carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,Other object in carriageway,No overtaking,324930,673740,551190,Segment,Cyclist,345663,unset,EH22HG,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9508611846,-3.2022901983
177511,,Serious,2,1,13/03/2011,Sunday,13,March,11,10,50,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325120,674790,566687,Segment,Cyclist,345664,unset,EH35DQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9603238632,-3.19953968158
177911,,Slight,3,1,14/03/2011,Monday,14,March,11,10,40,230,B,900,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Raining (without high winds),Dry,None,None,No overtaking,324220,674700,520116,Junction,M.V.N.P.,345665,unset,EH41DS,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9593741882,-3.21392829783
178011,,Slight,2,1,14/03/2011,Monday,14,March,11,9,0,230,A,8,Single carriageway - 2 lanes,30,Using private drive or entrance,Give way sign or markings,Unclassified,,Daylight: street lights present,Other,Dry,None,None,No overtaking,320810,672830,550713,Segment,T.V.N.P.,345666,unset,EH127AU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9420248105,-3.26798952214
178111,,Slight,2,1,23/02/2011,Wednesday,23,February,11,16,0,230,A,71,Dual carriageway - 2 lanes,20,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,319320,670650,560501,Segment,Cyclist,345444,unset,EH114HD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9221928766,-3.29118908884
178311,,Slight,1,1,10/03/2011,Thursday,10,March,11,10,2,230,A,702,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine with high winds,Dry,None,None,No overtaking,324450,670710,529795,Junction,Pedestrian,345667,unset,EH105QQ,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9235649371,-3.20912747187
180011,,Slight,1,1,15/03/2011,Tuesday,15,March,11,16,10,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lighting unknown,Raining (without high winds),Dry,None,None,No overtaking,323760,669180,564899,Segment,Pedestrian,345668,unset,EH139JW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9097108107,-3.21973596833
180811,,Slight,1,1,15/03/2011,Tuesday,15,March,11,10,45,230,A,90,Single carriageway - 2 lanes,40,'T' or staggered junction,Automatic Traffic Signal,B,701,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,318890,674910,519933,Junction,Pedestrian,345669,unset,EH48AR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9603903785,-3.29934948927
184011,,Slight,2,1,10/02/2011,Thursday,10,February,11,14,15,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325610,671530,523860,Junction,Cyclist,345445,unset,EH92DX,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.9311125343,-3.19079289113
184411,,Serious,1,1,16/03/2011,Wednesday,16,March,11,12,30,230,Unclassified,,Single carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,311990,677740,555318,Segment,Pedestrian,345670,unset,EH309SP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9845978821,-3.41077352015
185111,,Slight,2,1,16/03/2011,Wednesday,16,March,11,16,35,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325680,673850,551250,Segment,T.V.N.P.,345671,unset,EH11BQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9519659908,-3.19031175921
185511,,Serious,1,2,16/03/2011,Wednesday,16,March,11,18,30,230,A,900,Dual carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326050,674410,558575,Segment,Pedestrian,345672,unset,EH13JT,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9570540545,-3.18454088161
185711,,Slight,2,1,10/03/2011,Thursday,10,March,11,17,0,230,Unclassified,,One way Street,30,Roundabout,Give way sign or markings,Unclassified,,Daylight: street lighting unknown,Unknown,Dry,None,None,No overtaking,325700,673730,2310553,Junction,Cyclist,345673,unset,EH11NY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9508910182,-3.18995844666
185911,,Slight,2,1,10/03/2011,Thursday,10,March,11,14,0,230,A,6106,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,330490,671750,530029,Junction,T.V.N.P.,345674,unset,EH164ND,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.9338191875,-3.11275042012
186411,,Slight,2,1,17/03/2011,Thursday,17,March,11,14,20,230,A,6095,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,329820,671720,553868,Segment,T.V.N.P.,345675,unset,EH164RA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9334523436,-3.12346600324
186511,,Slight,1,1,17/03/2011,Thursday,17,March,11,15,0,230,A,90,Single carriageway - 2 lanes,30,Multiple junction,Automatic Traffic Signal,A,8,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324800,673720,520932,Junction,Pedestrian,345676,unset,EH24AN,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9506611818,-3.20436612975
186611,,Slight,1,1,17/03/2011,Thursday,17,March,11,16,50,230,A,701,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326790,671720,529474,Junction,Pedestrian,345677,unset,EH92AY,Control by other authorised person,Central refuge - no other controls,At scene,55.9330005753,-3.17196012897
186711,,Slight,2,1,17/03/2011,Thursday,17,March,11,8,40,230,Unclassified,,Roundabout,30,Roundabout,Give way sign or markings,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,320120,669330,533257,Junction,Cyclist,345678,unset,EH143BR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9104679873,-3.27799941038
187011,,Slight,1,1,15/03/2011,Tuesday,15,March,11,15,45,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Raining (without high winds),Dry,Road suface defective,None,No overtaking,322310,676650,559664,Segment,S.V.N.P.,345679,unset,EH51QW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9765872577,-3.24507926306
188711,,Slight,2,1,17/03/2011,Thursday,17,March,11,16,0,230,C,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,323110,675310,519804,Junction,Cyclist,345680,unset,EH41QL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9646778796,-3.23187900256
188911,,Slight,2,1,17/03/2011,Thursday,17,March,11,16,55,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,322670,675710,563961,Segment,Pedestrian,345681,unset,EH44AG,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.9682007167,-3.23904136875
189211,,Slight,1,1,17/03/2011,Thursday,17,March,11,17,50,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327700,668740,0,Unset,Pedestrian,345682,unset,EH166RF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9063658458,-3.15659851043
192911,,Serious,2,2,19/03/2011,Saturday,19,March,11,13,15,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323400,674000,520434,Junction,T.V.N.P.,345683,unset,EH43EG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9529555111,-3.22686166378
193011,,Slight,2,1,18/03/2011,Friday,18,March,11,8,30,230,Unclassified,,Dual carriageway - 2 lanes,40,'T' or staggered junction,Automatic Traffic Signal,A,902,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,318070,672730,521634,Junction,T.V.N.P.,345684,unset,EH128LU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.9406672768,-3.31181929132
193311,,Slight,1,1,20/03/2011,Sunday,20,March,11,3,0,230,A,7,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,325930,673650,521103,Junction,Pedestrian,345685,unset,EH11RU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9502078138,-3.18625377308
193411,,Slight,2,1,17/03/2011,Thursday,17,March,11,21,37,230,A,8,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,C,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,325360,673870,521052,Junction,Bus,345686,unset,EH22ER,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.9520960686,-3.19544117558
195011,,Slight,2,1,10/03/2011,Thursday,10,March,11,7,45,230,A,8,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,320200,672890,521727,Junction,Cyclist,345687,unset,EH126NN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9424629493,-3.27777186345
195311,,Slight,1,1,18/03/2011,Friday,18,March,11,16,50,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326890,676260,12238390,Junction,Pedestrian,345688,unset,EH66DE,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9738028674,-3.17159093479
197111,,Slight,4,2,21/03/2011,Monday,21,March,11,17,58,230,Motorway,8,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,313480,671380,6452108,Segment,M.V.N.P.,345689,unset,EH288QX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9277357685,-3.38485566706
197411,,Slight,1,1,22/03/2011,Tuesday,22,March,11,8,25,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320000,670320,0,Unset,Pedestrian,345690,unset,EH142PN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9193418468,-3.2802118241
197711,,Slight,2,1,23/03/2011,Wednesday,23,March,11,12,0,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326070,673430,0,Unset,T.V.N.P.,345691,unset,EH11LT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9482529139,-3.18395185183
197911,,Slight,3,1,23/03/2011,Wednesday,23,March,11,6,0,230,A,71,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,321930,671660,549737,Segment,M.V.N.P.,345692,unset,EH113AL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9316970836,-3.24972245135
198311,,Slight,2,1,24/03/2011,Thursday,24,March,11,13,30,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325960,673030,0,Unset,T.V.N.P.,345693,unset,EH89AL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9446424195,-3.18560321126
198411,,Slight,3,1,24/03/2011,Thursday,24,March,11,9,0,230,A,90,Dual carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,321530,674930,555510,Segment,M.V.N.P.,345694,unset,EH42AQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9610085589,-3.25707522042
199911,,Serious,2,1,24/03/2011,Thursday,24,March,11,17,30,230,A,90,Single carriageway - 2 lanes,40,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320000,675070,519708,Junction,T.V.N.P.,345695,unset,EH47NA,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.9620138864,-3.28162027982
200211,,Slight,1,1,25/03/2011,Friday,25,March,11,15,30,230,A,1,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,328250,674150,2106118,Segment,Pedestrian,345696,unset,EH87AD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9550518135,-3.14923987465
202411,,Slight,2,1,26/03/2011,Saturday,26,March,11,14,30,230,C,,Roundabout,30,Roundabout,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325140,673970,521064,Junction,Bus,345697,unset,EH23BU,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9529602301,-3.19899161714
202511,,Slight,2,1,20/03/2011,Sunday,20,March,11,10,45,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326960,674750,520281,Junction,Cyclist,345698,unset,EH75PP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9602478018,-3.17005997159
202611,,Serious,2,1,26/03/2011,Saturday,26,March,11,16,0,230,A,8,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322820,673250,521274,Junction,T.V.N.P.,345699,unset,EH126DF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9461249034,-3.23593412515
202711,,Slight,2,1,26/03/2011,Saturday,26,March,11,13,20,230,A,1140,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,328500,674160,554882,Segment,T.V.N.P.,345700,unset,EH87BB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9551789223,-3.14523910841
202811,,Serious,1,1,26/03/2011,Saturday,26,March,11,16,50,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323120,676360,0,Unset,Pedestrian,345701,unset,EH52JP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9741123802,-3.2320185774
202911,,Serious,1,1,26/03/2011,Saturday,26,March,11,20,0,230,A,8,Single carriageway - 2 lanes,30,Multiple junction,Automatic Traffic Signal,A,7,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,325820,674000,517891,Junction,Pedestrian,345702,unset,EH22EJ,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9533352061,-3.18811133034
203011,,Slight,1,1,27/03/2011,Sunday,27,March,11,0,20,230,A,900,Single carriageway - 2 lanes,30,Crossroads,Authorised Person,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,326380,674890,520266,Junction,Pedestrian,345703,unset,EH74LU,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9614170095,-3.17938729286
205811,,Serious,1,1,26/03/2011,Saturday,26,March,11,23,25,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,325480,672150,559024,Segment,Pedestrian,345704,unset,EH91HF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.936662422,-3.19304452546
206711,,Slight,2,1,28/03/2011,Monday,28,March,11,16,23,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,A,900,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,327210,676240,519253,Junction,T.V.N.P.,345705,unset,EH67AF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9736718093,-3.16645871178
207111,,Slight,1,1,25/03/2011,Friday,25,March,11,12,24,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,329750,673300,523641,Junction,Pedestrian,345706,unset,EH151SD,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9476370029,-3.12499774507
207211,,Slight,3,2,27/03/2011,Sunday,27,March,11,13,30,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323460,675830,563646,Segment,M.V.N.P.,345707,unset,EH52DJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Central refuge - no other controls,At scene,55.9694053262,-3.22642075747
207411,,Serious,2,1,29/03/2011,Tuesday,29,March,11,8,24,230,A,70,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,A,70,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323480,672260,521991,Junction,T.V.N.P.,345708,unset,EH111EG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9373364953,-3.22508703793
207511,,Slight,1,1,28/03/2011,Monday,28,March,11,17,0,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320300,669760,532828,Junction,Pedestrian,345709,unset,EH143AE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9143607985,-3.27524719192
207611,,Slight,1,1,29/03/2011,Tuesday,29,March,11,12,30,230,A,8,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320200,672890,521727,Junction,Bus,345710,unset,EH126NN,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9424629493,-3.27777186345
207711,,Slight,2,1,29/03/2011,Tuesday,29,March,11,17,0,230,A,90,Single carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,318070,675160,555450,Segment,T.V.N.P.,345711,unset,EH46AT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9624970853,-3.31255771823
208311,,Serious,2,1,20/03/2011,Sunday,20,March,11,6,54,230,C,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326850,670760,529873,Junction,T.V.N.P.,345712,unset,EH165PY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9243850911,-3.17073977544
208511,,Slight,3,1,30/03/2011,Wednesday,30,March,11,16,35,230,A,720,Dual carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,318540,670440,2582067,Segment,M.V.N.P.,350811,unset,EH144AW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9201748863,-3.30360513475
219811,,Slight,2,1,10/03/2011,Thursday,10,March,11,14,20,230,A,702,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324910,672960,533374,Junction,Cyclist,345713,unset,EH39LY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.9438506613,-3.2023932494
221111,,Slight,1,1,30/03/2011,Wednesday,30,March,11,17,45,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Raining (without high winds),Dry,None,None,No overtaking,325650,673920,551250,Segment,Pedestrian,345714,unset,EH22EJ,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9525902212,-3.19081142817
221211,,Slight,2,1,01/04/2011,Friday,1,April,11,14,25,230,C,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326200,672500,532732,Junction,Cyclist,350812,unset,EH91ND,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.939917852,-3.18161601938
221411,,Slight,2,2,01/04/2011,Friday,1,April,11,12,5,230,A,90,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,C,,Daylight: street lighting unknown,Fine with high winds,Dry,None,None,No overtaking,324380,673870,520902,Junction,Bus,350813,unset,EH37PT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9519428445,-3.21113302811
221511,,Slight,1,1,21/03/2011,Monday,21,March,11,12,58,230,A,70,Single carriageway - 2 lanes,30,Multiple junction,Automatic Traffic Signal,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323520,672500,521994,Junction,Pedestrian,345715,unset,EH112EQ,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9394989681,-3.22451482488
221811,,Slight,2,1,02/04/2011,Saturday,2,April,11,17,15,230,Unclassified,,Single carriageway - 2 lanes,20,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,329810,671750,0,Unset,T.V.N.P.,350814,unset,EH164RG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9337204074,-3.12363385341
222211,,Slight,1,1,30/03/2011,Wednesday,30,March,11,16,10,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,A,1140,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,328860,674190,523410,Junction,Bus,345716,unset,EH87BJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.955501882,-3.13948207318
