acc_ref,beat_no,severity,no_vehicle,no_casualt,a_date,a_day,a_date_day,a_date_mon,a_date_yr,a_time_hr,a_time_min,loc_auth,road1_class,road1_no,road_type,speed_limi,junc_det,junc_ctrl,road2_class,road2_no,light_cond,weather,road_surf,spec_cond,cway_hzrds,ovrtk_patrn,easting,northing,net_id,net_type,acc_type,text_id,division,Postcode,ped_xing_hc,ped_xing_p,place_reported,Latitude,Longitude
654811,,Slight,2,1,16/10/2011,Sunday,16,October,11,13,0,230,B,6415,Single carriageway - 2 lanes,30,Other junction,Automatic Traffic Signal,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,330500,673890,523602,Junction,Cyclist,351402,unset,EH151AF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.95304668,-3.11314173436
655211,,Slight,1,1,16/10/2011,Sunday,16,October,11,20,55,230,A,71,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,323130,672330,522003,Junction,Pedestrian,351403,unset,EH111TZ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9379095268,-3.23070903622
657411,,Slight,2,1,17/10/2011,Monday,17,October,11,11,20,230,A,901,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,A,901,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,325790,677010,532669,Junction,T.V.N.P.,351404,unset,EH64HY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.980371992,-3.18942101197
657511,,Serious,1,1,15/10/2011,Saturday,15,October,11,4,0,230,A,90,One way Street,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lighting unknown,Fine (without high winds),Dry,None,None,No overtaking,324620,673850,555636,Segment,S.V.N.P.,351405,unset,EH24DF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9518008771,-3.20728454768
657611,,Slight,1,1,17/10/2011,Monday,17,October,11,16,50,230,A,702,Single carriageway - 2 lanes,30,Crossroads,Authorised Person,C,,Daylight: street lights present,Raining (without high winds),Dry,None,Involvement with previous accident,No overtaking,324810,673170,521406,Junction,Pedestrian,351406,unset,EH39BG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9457216359,-3.20405266173
657711,,Slight,1,1,17/10/2011,Monday,17,October,11,16,35,230,A,702,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,B,700,Daylight: no street lighting,Raining (without high winds),Dry,None,None,No overtaking,324810,673190,521406,Junction,Pedestrian,351407,unset,EH39AN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9459013127,-3.20405823736
661111,,Slight,1,1,17/10/2011,Monday,17,October,11,11,40,230,A,702,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,324920,672630,533323,Junction,Pedestrian,351408,unset,EH104HS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9408875521,-3.20214131893
661211,,Slight,1,1,18/10/2011,Tuesday,18,October,11,17,50,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320270,670170,0,Unset,Pedestrian,351409,unset,EH142QH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9180391216,-3.27584804995
663411,,Serious,1,1,19/10/2011,Wednesday,19,October,11,0,20,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,322650,669630,532849,Junction,S.V.N.P.,351410,unset,EH130PR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9135763969,-3.2376186057
663611,,Slight,2,1,19/10/2011,Wednesday,19,October,11,6,40,230,Unclassified,,Roundabout,30,Roundabout,Automatic Traffic Signal,A,8,Darkness: street lights present and lit,Fine (without high winds),Dry,Road works present,None,No overtaking,317530,672670,9658417,Junction,T.V.N.P.,351411,unset,EH128ND,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9400359355,-3.32044456851
664811,,Slight,2,1,03/10/2011,Monday,3,October,11,11,45,230,A,89,Roundabout,50,Roundabout,Automatic Traffic Signal,A,8,Daylight: no street lighting,Other,Dry,None,None,No overtaking,312470,672690,517564,Junction,T.V.N.P.,351412,unset,EH288SH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9393209558,-3.40144131652
664911,,Fatal,2,1,18/10/2011,Tuesday,18,October,11,19,43,230,A,90,Dual carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,316640,676620,555432,Segment,Pedestrian,351413,unset,EH309TQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.975366737,-3.33591196073
668811,,Slight,1,1,19/10/2011,Wednesday,19,October,11,17,45,230,A,8,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323830,673220,521298,Junction,Pedestrian,351414,unset,EH125LA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9460165164,-3.21975600737
669211,,Slight,1,1,20/10/2011,Thursday,20,October,11,18,30,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Raining (without high winds),Dry,None,None,No overtaking,326480,676440,563724,Segment,Pedestrian,351415,unset,EH64AE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.97535736,-3.17820879993
669411,,Slight,3,1,20/10/2011,Thursday,20,October,11,18,0,230,A,71,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Darkness: street lights present and lit,Raining (without high winds),Dry,None,None,No overtaking,322280,671860,522219,Junction,M.V.N.P.,351416,unset,EH113BQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9335505224,-3.24417882325
672211,,Slight,2,1,22/10/2011,Saturday,22,October,11,2,43,230,Motorway,8,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Darkness: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,311100,671150,562603,Segment,T.V.N.P.,351417,unset,EH288LQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9252356407,-3.42286165286
674311,,Slight,1,1,22/10/2011,Saturday,22,October,11,19,35,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,321540,668920,12228752,Segment,S.V.N.P.,351418,unset,EH130DQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9070182548,-3.25516803665
676011,,Slight,1,1,22/10/2011,Saturday,22,October,11,17,48,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,328200,674650,523278,Junction,Bus,351419,unset,EH76EQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9595363434,-3.15017376065
678811,,Slight,2,1,24/10/2011,Monday,24,October,11,17,0,230,A,702,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,A,8,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,324710,673670,520923,Junction,Cyclist,351420,unset,EH12AD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Central refuge - no other controls,At scene,55.9501978979,-3.20579320491
678911,,Slight,2,1,22/10/2011,Saturday,22,October,11,22,0,230,A,901,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,A,902,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326510,676450,531376,Junction,T.V.N.P.,351421,unset,EH64AE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.975451792,-3.17773087339
680711,,Slight,1,1,24/10/2011,Monday,24,October,11,14,35,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,328840,673050,0,Unset,Bus,351422,unset,EH87PF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.945257113,-3.13950148602
681311,,Slight,1,1,24/10/2011,Monday,24,October,11,15,25,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320190,669410,565046,Segment,Pedestrian,351423,unset,EH143AU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Zebra crossing,At scene,55.9111982922,-3.27690341417
681611,,Slight,2,1,25/10/2011,Tuesday,25,October,11,18,10,230,C,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,326520,671750,529468,Junction,Cyclist,351424,unset,EH92NJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9332289113,-3.1762894865
684111,,Serious,1,1,26/10/2011,Wednesday,26,October,11,7,0,230,B,701,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327690,668190,2105897,Segment,Bus,351425,unset,EH178DT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9014231129,-3.15661137952
684911,,Slight,2,1,25/10/2011,Tuesday,25,October,11,14,20,230,A,71,Dual carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,318060,670190,2578705,Segment,Cyclist,351426,unset,EH144AW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9178474949,-3.3112085015
685011,,Slight,2,1,25/10/2011,Tuesday,25,October,11,20,30,230,Unclassified,,Roundabout,30,Roundabout,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,327910,674590,520323,Junction,T.V.N.P.,351427,unset,EH76AP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9589538725,-3.15480219908
685111,,Slight,2,1,26/10/2011,Wednesday,26,October,11,7,50,230,Unclassified,,Single carriageway - 2 lanes,30,Mini-roundabout,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324290,675500,12232951,Junction,T.V.N.P.,351428,unset,EH35PA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Zebra crossing,At scene,55.9665722549,-3.21303205419
685211,,Slight,3,1,26/10/2011,Wednesday,26,October,11,9,25,230,Motorway,8,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,315130,671620,6452039,Segment,M.V.N.P.,351429,unset,EH288NW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9301857538,-3.35852932012
685311,,Slight,2,1,26/10/2011,Wednesday,26,October,11,8,45,230,A,8,Single carriageway - 2 lanes,40,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fog (or mist if hazard),Dry,Road works present,None,No overtaking,318810,672810,521652,Junction,T.V.N.P.,351430,unset,EH128LJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9415115063,-3.29999832781
685511,,Slight,2,1,26/10/2011,Wednesday,26,October,11,17,0,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,327630,669460,562957,Segment,T.V.N.P.,351431,unset,EH166RZ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9128238379,-3.15791081093
685611,,Slight,3,1,26/10/2011,Wednesday,26,October,11,13,50,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325670,676240,519244,Junction,M.V.N.P.,351432,unset,EH64SP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9734358697,-3.19113125255
688111,,Slight,2,1,18/10/2011,Tuesday,18,October,11,11,45,230,A,701,Roundabout,40,Roundabout,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327440,667010,2587854,Junction,T.V.N.P.,351433,unset,EH178SG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.8907843132,-3.16029279486
688211,,Serious,2,2,27/10/2011,Thursday,27,October,11,13,10,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,331700,673260,0,Unset,T.V.N.P.,351434,unset,EH152JQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9475587174,-3.09376641001
691011,,Slight,2,2,28/10/2011,Friday,28,October,11,13,10,230,B,900,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324310,674680,520110,Junction,T.V.N.P.,351435,unset,EH41JH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9592087012,-3.2124813236
691111,,Slight,2,1,28/10/2011,Friday,28,October,11,12,15,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,321570,671930,565445,Segment,T.V.N.P.,351436,unset,EH113DP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9340641,-3.25556212685
691211,,Serious,2,1,28/10/2011,Friday,28,October,11,12,50,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323430,668870,533056,Junction,Pedestrian,351437,unset,EH139ND,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.906873436,-3.22492636505
691611,,Slight,2,1,28/10/2011,Friday,28,October,11,20,0,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,324110,673630,10258603,Junction,T.V.N.P.,351438,unset,EH37EG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9497441676,-3.21538871501
691711,,Slight,1,1,28/10/2011,Friday,28,October,11,22,3,230,B,701,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present but unlit,Fine (without high winds),Dry,None,None,No overtaking,328590,668480,2105927,Segment,Pedestrian,351439,unset,EH178LH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9041628406,-3.14229552878
692611,,Serious,1,1,28/10/2011,Friday,28,October,11,18,51,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323550,668720,564815,Segment,Pedestrian,351440,unset,EH139NE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9055449351,-3.22296474916
694011,,Slight,2,1,28/10/2011,Friday,28,October,11,20,15,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326650,672540,531406,Junction,Cyclist,351441,unset,EH165BH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9403460806,-3.17442362554
