acc_ref,beat_no,severity,no_vehicle,no_casualt,a_date,a_day,a_date_day,a_date_mon,a_date_yr,a_time_hr,a_time_min,loc_auth,road1_class,road1_no,road_type,speed_limi,junc_det,junc_ctrl,road2_class,road2_no,light_cond,weather,road_surf,spec_cond,cway_hzrds,ovrtk_patrn,easting,northing,net_id,net_type,acc_type,text_id,division,Postcode,ped_xing_hc,ped_xing_p,place_reported,latitude,longitude,geojson
749710,,Slight,2,1,13/10/2010,Wednesday,13,October,10,0,40,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,326470,671880,563092,Segment,Cyclist,361744,unset,EH91SX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9343891812,-3.1771251259,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.1771251259, 55.9343891812}}"
751910,,Slight,2,1,14/10/2010,Thursday,14,October,10,7,0,230,A,8,Dual carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,312600,672690,550791,Segment,T.V.N.P.,361745,unset,EH288SY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9393446069,-3.39936058743,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.39936058743, 55.9393446069}}"
752110,,Slight,2,1,14/10/2010,Thursday,14,October,10,7,30,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,328940,669520,12219685,Segment,T.V.N.P.,361746,unset,EH177EU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9135581093,-3.13697143543,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.13697143543, 55.9135581093}}"
752210,,Slight,2,1,13/10/2010,Wednesday,13,October,10,13,0,230,A,6106,Single carriageway - 2 lanes,30,Roundabout,Give way sign or markings,A,1,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,330350,672820,12225153,Junction,Cyclist,361747,unset,EH153AS,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9434119527,-3.11526732562,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.11526732562, 55.9434119527}}"
753210,,Slight,2,1,14/10/2010,Thursday,14,October,10,19,45,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,328570,672700,523701,Junction,T.V.N.P.,361748,unset,EH153PX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9420726496,-3.14373140935,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.14373140935, 55.9420726496}}"
754610,,Slight,2,1,14/10/2010,Thursday,14,October,10,16,50,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326890,670680,529870,Junction,Cyclist,361749,unset,EH93JF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9236724537,-3.1700780841,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.1700780841, 55.9236724537}}"
754710,,Slight,2,1,15/10/2010,Friday,15,October,10,16,40,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,A,902,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322740,675470,0,Unset,Cyclist,361750,unset,EH42PS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9660558961,-3.23785122676,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.23785122676, 55.9660558961}}"
754810,,Slight,2,1,15/10/2010,Friday,15,October,10,15,7,230,A,900,Dual carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326050,674410,558575,Segment,T.V.N.P.,361751,unset,EH13JT,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.9570540545,-3.18454088161,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.18454088161, 55.9570540545}}"
755810,,Slight,2,1,15/10/2010,Friday,15,October,10,20,40,230,A,199,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,329170,675580,563287,Segment,Cyclist,361752,unset,EH151TB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9680354987,-3.13488316528,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.13488316528, 55.9680354987}}"
756010,,Slight,1,1,15/10/2010,Friday,15,October,10,12,40,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324900,672750,554759,Segment,Pedestrian,361753,unset,EH39NB,Control by other authorised person,Central refuge - no other controls,Elsewhere,55.9419624903,-3.20249487348,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.20249487348, 55.9419624903}}"
758210,,Slight,2,1,16/10/2010,Saturday,16,October,10,1,7,230,Unclassified,,Single carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,329970,674280,554057,Segment,T.V.N.P.,361754,unset,EH76XD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9564735234,-3.12172993962,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.12172993962, 55.9564735234}}"
759010,,Slight,1,1,17/10/2010,Sunday,17,October,10,11,20,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,318610,670940,0,Unset,S.V.N.P.,361755,unset,EH114DW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9246785023,-3.30263590971,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.30263590971, 55.9246785023}}"
759110,,Serious,1,1,17/10/2010,Sunday,17,October,10,1,45,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,324750,673010,521433,Junction,Pedestrian,361756,unset,EH39PU,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9442748315,-3.20496859267,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.20496859267, 55.9442748315}}"
759310,,Slight,2,4,18/10/2010,Monday,18,October,10,3,14,230,A,8,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,322610,673210,521277,Junction,T.V.N.P.,361757,unset,EH126DE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9457317865,-3.23928463223,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.23928463223, 55.9457317865}}"
760010,,Slight,2,1,17/10/2010,Sunday,17,October,10,20,15,230,A,720,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,319870,669450,2578907,Segment,T.V.N.P.,361758,unset,EH143BT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9115044634,-3.28203360711,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.28203360711, 55.9115044634}}"
760810,,Slight,1,3,16/10/2010,Saturday,16,October,10,14,20,230,B,1350,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326860,674470,557686,Segment,Bus,361759,unset,EH75EJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9577170868,-3.17158554517,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.17158554517, 55.9577170868}}"
762510,,Slight,1,1,18/10/2010,Monday,18,October,10,15,59,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325030,674380,566423,Segment,Pedestrian,361760,unset,EH36TF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.956626454,-3.20086702269,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.20086702269, 55.956626454}}"
762710,,Slight,2,1,19/10/2010,Tuesday,19,October,10,9,0,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lighting unknown,Fine (without high winds),Dry,None,None,No overtaking,325560,671710,529444,Junction,Cyclist,361761,unset,EH92DP,Control by other authorised person,Central refuge - no other controls,Elsewhere,55.9327218996,-3.19164270458,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.19164270458, 55.9327218996}}"
763010,,Slight,2,1,18/10/2010,Monday,18,October,10,21,52,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,A,702,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,324860,672480,533317,Junction,Cyclist,361762,unset,EH104EX,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9395305995,-3.20305999464,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.20305999464, 55.9395305995}}"
763210,,Slight,1,1,19/10/2010,Tuesday,19,October,10,8,54,230,A,8,Dual carriageway - 2 lanes,20,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325500,673910,551196,Segment,Bus,361763,unset,EH22DF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9524771494,-3.19321052343,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.19321052343, 55.9524771494}}"
765010,,Slight,1,1,19/10/2010,Tuesday,19,October,10,23,30,230,A,700,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,325000,672900,559610,Segment,Pedestrian,361764,unset,EH39JH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9433256814,-3.20093578087,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.20093578087, 55.9433256814}}"
765310,,Slight,2,1,20/10/2010,Wednesday,20,October,10,8,40,230,C,,Roundabout,30,Roundabout,Give way sign or markings,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325990,674370,520602,Junction,Cyclist,361765,unset,EH13JT,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9566854598,-3.18549075429,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.18549075429, 55.9566854598}}"
765510,,Slight,3,2,20/10/2010,Wednesday,20,October,10,8,30,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324970,674100,566753,Segment,M.V.N.P.,361766,unset,EH23NS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9541016138,-3.20174992328,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.20174992328, 55.9541016138}}"
767810,,Slight,1,2,20/10/2010,Wednesday,20,October,10,12,0,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322860,675640,563670,Segment,Pedestrian,361767,unset,EH42PP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.967602415,-3.2359777901,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.2359777901, 55.967602415}}"
768210,,Slight,2,1,21/10/2010,Thursday,21,October,10,13,45,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327450,675770,519523,Junction,T.V.N.P.,361768,unset,EH67ES,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9694856835,-3.16248697369,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.16248697369, 55.9694856835}}"
769010,,Slight,2,1,21/10/2010,Thursday,21,October,10,10,55,230,C,,Single carriageway - 2 lanes,30,Other junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324390,672520,522336,Junction,T.V.N.P.,361769,unset,EH39PG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9398162625,-3.21059444971,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.21059444971, 55.9398162625}}"
769110,,Slight,1,1,21/10/2010,Thursday,21,October,10,20,10,230,A,7,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,326130,673100,521568,Junction,Bus,361770,unset,EH89BZ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9452974501,-3.182900824,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.182900824, 55.9452974501}}"
769310,,Serious,1,1,22/10/2010,Friday,22,October,10,3,15,230,C,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,B,901,Darkness: street lights present and lit,Raining (without high winds),Dry,None,None,No overtaking,325920,674380,520605,Junction,Pedestrian,361771,unset,EH13JG,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9567645103,-3.18661449116,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.18661449116, 55.9567645103}}"
769410,,Slight,2,1,22/10/2010,Friday,22,October,10,2,15,230,B,901,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Raining (without high winds),Dry,None,None,No overtaking,325810,674560,520194,Junction,Cyclist,361772,unset,EH13SB,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.958364634,-3.18842559686,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.18842559686, 55.958364634}}"
770010,,Slight,1,1,20/10/2010,Wednesday,20,October,10,8,25,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324370,669990,532888,Junction,S.V.N.P.,361773,unset,EH106LG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9170839881,-3.21020592627,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.21020592627, 55.9170839881}}"
770810,,Slight,2,1,22/10/2010,Friday,22,October,10,7,15,230,A,90,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Darkness: no street lighting,Raining (without high winds),Dry,None,None,No overtaking,317670,675680,555435,Segment,T.V.N.P.,361774,unset,EH46DT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9671000682,-3.31912292523,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.31912292523, 55.9671000682}}"
771510,,Slight,2,2,22/10/2010,Friday,22,October,10,6,50,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,323510,671560,522276,Junction,T.V.N.P.,361775,unset,EH111NW,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9310526158,-3.22440848611,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.22440848611, 55.9310526158}}"
774910,,Slight,1,1,17/10/2010,Sunday,17,October,10,19,45,230,A,720,Single carriageway - 3 lanes,70,Not at or within 20 metres of junction,unset,\,,Darkness: street lighting unknown,Fine (without high winds),Dry,None,None,No overtaking,329130,667200,2579169,Segment,Pedestrian,361776,unset,EH178SD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.8927429493,-3.13332410322,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.13332410322, 55.8927429493}}"
775210,,Serious,1,1,23/10/2010,Saturday,23,October,10,14,10,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322260,675630,563950,Segment,Pedestrian,361777,unset,EH44AJ,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9674158273,-3.2455858748,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.2455858748, 55.9674158273}}"
776610,,Slight,2,1,24/10/2010,Sunday,24,October,10,10,25,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,313970,677940,12230493,Junction,T.V.N.P.,361778,unset,EH309JS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9867535172,-3.37910914053,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.37910914053, 55.9867535172}}"
777110,,Slight,2,1,24/10/2010,Sunday,24,October,10,15,10,230,B,6415,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,331300,673490,563397,Segment,T.V.N.P.,361779,unset,EH152EX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9495680631,-3.10022934126,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.10022934126, 55.9495680631}}"
778310,,Serious,1,1,25/10/2010,Monday,25,October,10,8,0,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327080,676510,563436,Segment,Bus,361780,unset,EH66RA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9760777399,-3.16861460609,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.16861460609, 55.9760777399}}"
780110,,Slight,2,1,25/10/2010,Monday,25,October,10,14,30,230,A,701,Single carriageway - 2 lanes,20,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326630,672020,522105,Junction,Cyclist,361781,unset,EH91RQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9356713754,-3.17460238679,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.17460238679, 55.9356713754}}"
780510,,Slight,2,1,22/10/2010,Friday,22,October,10,9,0,230,A,71,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Raining (without high winds),Dry,None,None,No overtaking,323040,672300,522009,Junction,T.V.N.P.,361782,unset,EH111TT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9376256157,-3.23214102962,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.23214102962, 55.9376256157}}"
781810,,Slight,1,1,26/10/2010,Tuesday,26,October,10,16,10,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,A,8,Daylight: street lights present,Unknown,Dry,None,None,No overtaking,325190,673830,521055,Junction,Pedestrian,361783,unset,EH22ER,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9517102781,-3.19815214337,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.19815214337, 55.9517102781}}"
782810,,Slight,2,2,26/10/2010,Tuesday,26,October,10,8,52,230,A,1,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Unknown,Dry,None,None,No overtaking,330610,672890,532597,Junction,T.V.N.P.,350575,unset,EH151JJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9440784464,-3.11112297715,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.11112297715, 55.9440784464}}"
784110,,Slight,2,2,27/10/2010,Wednesday,27,October,10,3,45,230,A,720,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Darkness: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325300,667390,2588141,Segment,T.V.N.P.,361784,unset,EH107DUA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.8938710547,-3.19460976695,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.19460976695, 55.8938710547}}"
786810,,Slight,1,1,27/10/2010,Wednesday,27,October,10,18,30,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Raining (without high winds),Dry,None,None,No overtaking,327640,675090,519912,Junction,Bus,361785,unset,EH76BX,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9634052614,-3.15926058236,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.15926058236, 55.9634052614}}"
787110,,Slight,1,1,27/10/2010,Wednesday,27,October,10,13,15,230,A,8,One way Street,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324160,673300,550631,Segment,Bus,361786,unset,EH125EA,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.946787406,-3.21449535317,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.21449535317, 55.946787406}}"
787210,,Slight,1,1,18/09/2010,Saturday,18,September,10,16,50,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325520,671390,0,Unset,S.V.N.P.,365265,unset,EH92HF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9298408574,-3.19219458621,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.19219458621, 55.9298408574}}"
787910,,Serious,2,1,27/10/2010,Wednesday,27,October,10,11,30,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Other,Dry,None,None,No overtaking,326460,671890,563092,Segment,Cyclist,361787,unset,EH91SS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9344774914,-3.17728790031,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.17728790031, 55.9344774914}}"
788010,,Slight,2,2,28/10/2010,Thursday,28,October,10,7,50,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,323390,668950,533059,Junction,T.V.N.P.,361788,unset,EH139JA,Control by other authorised person,Central refuge - no other controls,At scene,55.9075857773,-3.22558876757,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.22558876757, 55.9075857773}}"
789010,,Slight,2,1,08/10/2010,Friday,8,October,10,12,0,230,Unclassified,,One way Street,30,Other junction,Automatic Traffic Signal,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325730,673130,521514,Junction,Bus,361789,unset,EH12QZ,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9455053243,-3.18931284819,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.18931284819, 55.9455053243}}"
791910,,Slight,1,1,28/10/2010,Thursday,28,October,10,13,53,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326610,672040,522105,Junction,Bus,361790,unset,EH91SZ,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9358480021,-3.1749279358,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.1749279358, 55.9358480021}}"
792110,,Slight,3,1,28/10/2010,Thursday,28,October,10,8,30,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323380,668950,533059,Junction,M.V.N.P.,361791,unset,EH139NB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9075841855,-3.22574870406,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.22574870406, 55.9075841855}}"
793610,,Slight,2,1,28/10/2010,Thursday,28,October,10,9,40,230,A,90,Unknown,20,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,322370,674640,0,Unset,Cyclist,361792,unset,EH42LS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9585397744,-3.24353861303,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.24353861303, 55.9585397744}}"
794210,,Slight,2,1,29/10/2010,Friday,29,October,10,12,15,230,C,,Single carriageway - 3 lanes,70,'T' or staggered junction,Give way sign or markings,A,720,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,329210,667250,2579121,Junction,T.V.N.P.,361793,unset,EH178SD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.8932039229,-3.13205813637,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.13205813637, 55.8932039229}}"
795010,,Slight,2,1,28/10/2010,Thursday,28,October,10,19,35,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,326360,672110,563095,Segment,Cyclist,361794,unset,EH91PR,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9364386532,-3.17894842875,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.17894842875, 55.9364386532}}"
