acc_ref,beat_no,severity,no_vehicle,no_casualt,a_date,a_day,a_date_day,a_date_mon,a_date_yr,a_time_hr,a_time_min,loc_auth,road1_class,road1_no,road_type,speed_limi,junc_det,junc_ctrl,road2_class,road2_no,light_cond,weather,road_surf,spec_cond,cway_hzrds,ovrtk_patrn,easting,northing,net_id,net_type,acc_type,text_id,division,Postcode,ped_xing_hc,ped_xing_p,place_reported,latitude,longitude,geojson
3910,,Slight,1,1,02/01/2010,Saturday,2,January,10,14,4,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,A,901,Daylight: street lights present,Other,Dry,None,None,No overtaking,326450,676770,531316,Junction,Pedestrian,344596,unset,EH66NF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.978317445,-3.17877962463,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.17877962463, 55.978317445}}"
4810,,Slight,3,1,15/12/2010,Wednesday,15,December,10,12,0,230,A,8,Unknown,30,'T' or staggered junction,Automatic Traffic Signal,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325360,673870,521052,Junction,Bus,362218,unset,EH22ER,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9520960686,-3.19544117558,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.19544117558, 55.9520960686}}"
9910,,Slight,1,2,04/01/2010,Monday,4,January,10,8,40,230,A,8,Dual carriageway - 2 lanes,60,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Snowing (without high winds),Dry,None,None,No overtaking,314880,672430,550749,Segment,S.V.N.P.,344597,unset,EH288NQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9374180445,-3.36278528117,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.36278528117, 55.9374180445}}"
12810,,Slight,4,1,05/01/2010,Tuesday,5,January,10,11,5,230,Motorway,8,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Other,Dry,None,None,No overtaking,318230,670880,6452983,Segment,M.V.N.P.,344598,unset,EH129BU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.924075044,-3.30869781253,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.30869781253, 55.924075044}}"
16710,,Slight,2,1,04/01/2010,Monday,4,January,10,10,50,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Snowing (without high winds),Dry,None,None,No overtaking,326680,674500,557713,Segment,T.V.N.P.,344599,unset,EH75EA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.957959167,-3.17447633773,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.17447633773, 55.957959167}}"
18310,,Slight,2,1,07/01/2010,Thursday,7,January,10,10,29,230,Unclassified,,Dual carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Snowing (without high winds),Dry,None,None,No overtaking,312600,672690,550791,Segment,T.V.N.P.,344600,unset,EH288SY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9393446069,-3.39936058743,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.39936058743, 55.9393446069}}"
19510,,Slight,1,1,06/01/2010,Wednesday,6,January,10,8,20,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Snowing (without high winds),Dry,None,None,No overtaking,322960,675680,559982,Segment,Pedestrian,344601,unset,EH42NT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.9679778156,-3.23438739739,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.23438739739, 55.9679778156}}"
20610,,Slight,2,1,06/01/2010,Wednesday,6,January,10,16,50,230,C,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Darkness: street lights present and lit,Snowing (without high winds),Dry,None,None,No overtaking,320500,671750,522135,Junction,T.V.N.P.,344602,unset,EH113NR,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.9322713313,-3.27263369881,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.27263369881, 55.9322713313}}"
21710,,Slight,3,1,02/01/2010,Saturday,2,January,10,16,4,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Snowing (without high winds),Dry,Automatic Traffic Signal partially defective,None,No overtaking,312720,678390,3948324,Junction,M.V.N.P.,344603,unset,EH309RF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9905701965,-3.3992866833,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.3992866833, 55.9905701965}}"
22910,,Slight,2,1,09/01/2010,Saturday,9,January,10,9,15,230,Unclassified,,Single carriageway - 2 lanes,60,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Snowing (without high winds),Dry,None,None,No overtaking,312150,668670,12231401,Segment,T.V.N.P.,344604,unset,EH278BBA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9031503013,-3.40525576161,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.40525576161, 55.9031503013}}"
28210,,Slight,1,1,11/01/2010,Monday,11,January,10,22,37,230,B,924,Single carriageway - 3 lanes,70,Slip road,Give way sign or markings,A,90,Darkness: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,316150,676970,0,Unset,S.V.N.P.,344605,unset,EH309TR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9784255672,-3.34387121209,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.34387121209, 55.9784255672}}"
29410,,Slight,2,3,09/01/2010,Saturday,9,January,10,11,48,230,A,701,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Snowing (without high winds),Dry,None,None,No overtaking,327130,671090,569333,Segment,Bus,344606,unset,EH165PT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.927392308,-3.1663485679,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.1663485679, 55.927392308}}"
33110,,Serious,2,2,13/01/2010,Wednesday,13,January,10,16,20,230,A,720,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Darkness: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,324410,667820,570546,Segment,T.V.N.P.,344607,unset,EH107DS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.8975952535,-3.20895932631,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.20895932631, 55.8975952535}}"
33610,,Serious,1,1,13/01/2010,Wednesday,13,January,10,19,0,230,A,8,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Raining (without high winds),Dry,None,None,No overtaking,320010,672930,550692,Segment,Pedestrian,344608,unset,EH127SD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9427907134,-3.28082518417,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.28082518417, 55.9427907134}}"
33710,,Slight,2,1,13/01/2010,Wednesday,13,January,10,17,0,230,A,90,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Darkness: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,316620,676640,555432,Segment,T.V.N.P.,344609,unset,EH309TQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9755429308,-3.33623857348,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.33623857348, 55.9755429308}}"
36210,,Slight,2,1,14/01/2010,Thursday,14,January,10,9,20,230,Unclassified,,Single carriageway - 2 lanes,60,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Snowing (without high winds),Dry,None,None,No overtaking,312170,669540,12231740,Junction,Pedestrian,344610,unset,EH278BBA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.910969317,-3.40521856152,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.40521856152, 55.910969317}}"
37610,,Slight,1,1,15/01/2010,Friday,15,January,10,8,25,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,A,900,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326380,674900,520266,Junction,Pedestrian,344611,unset,EH74LT,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.9615068485,-3.17939002517,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.17939002517, 55.9615068485}}"
39410,,Slight,2,3,15/01/2010,Friday,15,January,10,12,27,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326840,674130,520698,Junction,Bus,344612,unset,EH88EB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.954659505,-3.17181355035,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.17181355035, 55.954659505}}"
42310,,Slight,2,1,15/01/2010,Friday,15,January,10,21,37,230,A,8,Dual carriageway - 2 lanes,40,'T' or staggered junction,Automatic Traffic Signal,A,902,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,318070,672730,521634,Junction,T.V.N.P.,344613,unset,EH128LU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9406672768,-3.31181929132,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.31181929132, 55.9406672768}}"
42410,,Slight,2,1,15/01/2010,Friday,15,January,10,19,36,230,Unclassified,,Single carriageway - 2 lanes,30,Roundabout,Give way sign or markings,Unclassified,,Darkness: street lighting unknown,Other,Dry,None,None,No overtaking,326980,672690,531412,Junction,Cyclist,344614,unset,EH87AT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9417439132,-3.16918175819,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.16918175819, 55.9417439132}}"
43510,,Serious,2,1,16/01/2010,Saturday,16,January,10,11,0,230,C,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,325100,673220,521478,Junction,T.V.N.P.,344615,unset,EH12LE,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9462161086,-3.19942378806,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.19942378806, 55.9462161086}}"
44010,,Slight,1,1,16/01/2010,Saturday,16,January,10,15,21,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325160,675020,566675,Segment,Pedestrian,344616,unset,EH35HW,Control by other authorised person,Central refuge - no other controls,Elsewhere,55.9623963789,-3.19896294379,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.19896294379, 55.9623963789}}"
44710,,Slight,1,1,16/01/2010,Saturday,16,January,10,19,41,230,A,8,Dual carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,324640,673660,550514,Segment,Pedestrian,344617,unset,EH24RG,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9500970874,-3.2069112026,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.2069112026, 55.9500970874}}"
45910,,Slight,2,1,16/01/2010,Saturday,16,January,10,17,15,230,A,8,Unknown,40,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,318740,672810,550649,Segment,T.V.N.P.,344618,unset,EH128LP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9414996786,-3.30111882918,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.30111882918, 55.9414996786}}"
46310,,Serious,1,1,15/01/2010,Friday,15,January,10,0,30,230,Unclassified,,One way Street,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,324450,672900,559553,Segment,Pedestrian,344619,unset,EH38AP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9432395505,-3.20974044355,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.20974044355, 55.9432395505}}"
46510,,Slight,2,1,17/01/2010,Sunday,17,January,10,22,40,230,C,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,326520,671750,529468,Junction,T.V.N.P.,344620,unset,EH92NJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9332289113,-3.1762894865,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.1762894865, 55.9332289113}}"
47310,,Slight,2,1,18/01/2010,Monday,18,January,10,8,20,230,A,90,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,A,90,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324400,673850,520899,Junction,T.V.N.P.,344621,unset,EH37PT,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9517663153,-3.21080717958,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.21080717958, 55.9517663153}}"
48410,,Slight,2,1,18/01/2010,Monday,18,January,10,9,52,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326450,672780,532738,Junction,T.V.N.P.,344622,unset,EH89QR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9424716671,-3.17769054158,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.17769054158, 55.9424716671}}"
49910,,Serious,1,1,19/01/2010,Tuesday,19,January,10,8,45,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,Road works present,None,No overtaking,323800,675310,12232923,Junction,S.V.N.P.,344623,unset,EH35PA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9647878459,-3.22082713001,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.22082713001, 55.9647878459}}"
53710,,Serious,2,1,20/01/2010,Wednesday,20,January,10,8,0,230,A,90,Single carriageway - 2 lanes,40,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,318130,675070,519690,Junction,Cyclist,344624,unset,EH48DZ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9616988054,-3.31156942566,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.31156942566, 55.9616988054}}"
57010,,Slight,1,1,22/01/2010,Friday,22,January,10,7,59,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,323970,670850,12227587,Segment,Pedestrian,344625,unset,EH105LT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9247470463,-3.21684702177,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.21684702177, 55.9247470463}}"
57110,,Serious,2,2,21/01/2010,Thursday,21,January,10,19,50,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Raining (without high winds),Dry,None,None,No overtaking,329260,674740,523344,Junction,T.V.N.P.,344626,unset,EH76QL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Central refuge - no other controls,At scene,55.9605021703,-3.13322087003,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.13322087003, 55.9605021703}}"
57410,,Slight,2,1,21/01/2010,Thursday,21,January,10,8,25,230,A,8,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,319490,672970,521673,Junction,T.V.N.P.,344627,unset,EH128RS,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.943063243,-3.28916116397,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.28916116397, 55.943063243}}"
57510,,Slight,2,1,22/01/2010,Friday,22,January,10,12,0,230,Unclassified,,Roundabout,30,Roundabout,Give way sign or markings,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322940,675770,519397,Junction,T.V.N.P.,344628,unset,EH52DG,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Elsewhere,55.9687831403,-3.23473351837,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.23473351837, 55.9687831403}}"
58610,,Serious,2,1,20/01/2010,Wednesday,20,January,10,6,50,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Raining (without high winds),Dry,None,None,No overtaking,328760,671790,523785,Junction,Cyclist,344629,unset,EH164AW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.933925354,-3.14044957764,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.14044957764, 55.933925354}}"
58910,,Slight,2,1,22/01/2010,Friday,22,January,10,14,25,230,A,702,Dual carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324860,673030,549192,Segment,Cyclist,344630,unset,EH39BN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9444717169,-3.20321318532,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.20321318532, 55.9444717169}}"
60310,,Serious,1,1,23/01/2010,Saturday,23,January,10,2,15,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,325700,673330,521541,Junction,Pedestrian,344631,unset,EH11EL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.947297465,-3.18984823112,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.18984823112, 55.947297465}}"
61310,,Slight,2,1,22/01/2010,Friday,22,January,10,23,30,230,A,772,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,B,701,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,329240,668680,530257,Junction,T.V.N.P.,344632,unset,EH178RQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9060556522,-3.13195256422,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.13195256422, 55.9060556522}}"
66710,,Slight,2,1,15/01/2010,Friday,15,January,10,16,50,230,Unclassified,,Roundabout,30,Roundabout,Give way sign or markings,A,71,Darkness: street lights present and lit,Raining (without high winds),Dry,None,None,No overtaking,319400,670700,529645,Junction,T.V.N.P.,344633,unset,EH114HD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9226554661,-3.28992406714,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.28992406714, 55.9226554661}}"
67310,,Slight,2,1,26/01/2010,Tuesday,26,January,10,7,15,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,A,8,Darkness: street lights present but unlit,Other,Dry,None,None,No overtaking,312740,672670,517552,Junction,T.V.N.P.,344634,unset,EH288TA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9391903749,-3.39711333089,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.39711333089, 55.9391903749}}"
68110,,Slight,1,1,26/01/2010,Tuesday,26,January,10,19,50,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,320220,669460,533236,Junction,Pedestrian,344635,unset,EH143AU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9116524487,-3.27643832711,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.27643832711, 55.9116524487}}"
68610,,Slight,2,1,21/01/2010,Thursday,21,January,10,7,35,230,B,701,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,319240,673570,520797,Junction,Cyclist,344636,unset,EH128SU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9484114274,-3.29334278528,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.29334278528, 55.9484114274}}"
68810,,Slight,2,1,23/01/2010,Saturday,23,January,10,17,0,230,C,,Roundabout,30,Mini-roundabout,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Raining (without high winds),Dry,None,None,No overtaking,324080,672280,522021,Junction,Cyclist,344637,unset,EH111JS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Zebra crossing,At scene,55.9376112911,-3.21548909077,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.21548909077, 55.9376112911}}"
69110,,Slight,2,1,25/01/2010,Monday,25,January,10,20,55,230,C,,Roundabout,30,Roundabout,Give way sign or markings,A,900,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,326020,674370,520656,Junction,Cyclist,344638,unset,EH13JT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9566900803,-3.1850103305,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.1850103305, 55.9566900803}}"
69810,,Slight,2,2,27/01/2010,Wednesday,27,January,10,8,35,230,C,,Single carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,328380,668250,562981,Segment,T.V.N.P.,344639,unset,EH178NB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9020653014,-3.14559308655,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.14559308655, 55.9020653014}}"
71210,,Slight,2,2,27/01/2010,Wednesday,27,January,10,20,50,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,C,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,326160,675740,519448,Junction,T.V.N.P.,344640,unset,EH65BQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.9690195408,-3.18314382972,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.18314382972, 55.9690195408}}"
72010,,Slight,2,1,28/01/2010,Thursday,28,January,10,18,40,230,A,71,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322290,671860,522219,Junction,T.V.N.P.,344641,unset,EH112RT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9335521386,-3.24401878092,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.24401878092, 55.9335521386}}"
72310,,Slight,1,1,28/01/2010,Thursday,28,January,10,16,0,230,A,199,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lighting unknown,Fine (without high winds),Dry,None,None,No overtaking,331350,672920,2106187,Segment,Pedestrian,344642,unset,EH152ND,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9444542315,-3.09928366209,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.09928366209, 55.9444542315}}"
73310,,Serious,1,1,28/01/2010,Thursday,28,January,10,16,10,230,A,772,Single carriageway - 2 lanes,20,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,327400,670560,569303,Segment,Pedestrian,344643,unset,EH165UD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9226716153,-3.16188550376,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.16188550376, 55.9226716153}}"
75010,,Serious,2,1,28/01/2010,Thursday,28,January,10,16,40,230,A,70,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322200,670800,561790,Segment,Cyclist,344644,unset,EH141LS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9240148339,-3.24515372629,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.24515372629, 55.9240148339}}"
75110,,Slight,1,1,29/01/2010,Friday,29,January,10,14,30,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,A,772,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,328450,669500,530209,Junction,Pedestrian,344645,unset,EH177JJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9133058204,-3.14480446588,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.14480446588, 55.9133058204}}"
75210,,Slight,2,1,29/01/2010,Friday,29,January,10,15,30,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,314760,672660,0,Unset,T.V.N.P.,344646,unset,EH288NB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9394629405,-3.36477854363,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.36477854363, 55.9394629405}}"
